F:\IMG\center_2020_01_26_14_34_08_915.jpg, F:\IMG\left_2020_01_26_14_34_08_915.jpg, F:\IMG\right_2020_01_26_14_34_08_915.jpg, 0, 1, 0, 15.17358
F:\IMG\center_2020_01_26_14_34_09_016.jpg, F:\IMG\left_2020_01_26_14_34_09_016.jpg, F:\IMG\right_2020_01_26_14_34_09_016.jpg, 0, 1, 0, 16.30043
F:\IMG\center_2020_01_26_14_34_09_117.jpg, F:\IMG\left_2020_01_26_14_34_09_117.jpg, F:\IMG\right_2020_01_26_14_34_09_117.jpg, 0, 1, 0, 17.29991
F:\IMG\center_2020_01_26_14_34_09_218.jpg, F:\IMG\left_2020_01_26_14_34_09_218.jpg, F:\IMG\right_2020_01_26_14_34_09_218.jpg, -0.2732034, 1, 0, 18.33719
F:\IMG\center_2020_01_26_14_34_09_318.jpg, F:\IMG\left_2020_01_26_14_34_09_318.jpg, F:\IMG\right_2020_01_26_14_34_09_318.jpg, -0.3426194, 1, 0, 19.2536
F:\IMG\center_2020_01_26_14_34_09_419.jpg, F:\IMG\left_2020_01_26_14_34_09_419.jpg, F:\IMG\right_2020_01_26_14_34_09_419.jpg, -0.0403205, 1, 0, 20.2657
F:\IMG\center_2020_01_26_14_34_09_521.jpg, F:\IMG\left_2020_01_26_14_34_09_521.jpg, F:\IMG\right_2020_01_26_14_34_09_521.jpg, -0.1295304, 1, 0, 21.28676
F:\IMG\center_2020_01_26_14_34_09_621.jpg, F:\IMG\left_2020_01_26_14_34_09_621.jpg, F:\IMG\right_2020_01_26_14_34_09_621.jpg, -0.4276593, 1, 0, 22.18828
F:\IMG\center_2020_01_26_14_34_09_722.jpg, F:\IMG\left_2020_01_26_14_34_09_722.jpg, F:\IMG\right_2020_01_26_14_34_09_722.jpg, -0.156996, 1, 0, 23.1671
F:\IMG\center_2020_01_26_14_34_09_824.jpg, F:\IMG\left_2020_01_26_14_34_09_824.jpg, F:\IMG\right_2020_01_26_14_34_09_824.jpg, -0.1629546, 1, 0, 24.13278
F:\IMG\center_2020_01_26_14_34_09_925.jpg, F:\IMG\left_2020_01_26_14_34_09_925.jpg, F:\IMG\right_2020_01_26_14_34_09_925.jpg, -0.4001937, 1, 0, 25.0246
F:\IMG\center_2020_01_26_14_34_10_026.jpg, F:\IMG\left_2020_01_26_14_34_10_026.jpg, F:\IMG\right_2020_01_26_14_34_10_026.jpg, -0.09691014, 1, 0, 25.98408
F:\IMG\center_2020_01_26_14_34_10_128.jpg, F:\IMG\left_2020_01_26_14_34_10_128.jpg, F:\IMG\right_2020_01_26_14_34_10_128.jpg, -0.2162652, 1, 0, 27.1044
F:\IMG\center_2020_01_26_14_34_10_230.jpg, F:\IMG\left_2020_01_26_14_34_10_230.jpg, F:\IMG\right_2020_01_26_14_34_10_230.jpg, -0.515764, 1, 0, 27.91773
F:\IMG\center_2020_01_26_14_34_10_331.jpg, F:\IMG\left_2020_01_26_14_34_10_331.jpg, F:\IMG\right_2020_01_26_14_34_10_331.jpg, -0.2286362, 1, 0, 28.8076
F:\IMG\center_2020_01_26_14_34_10_432.jpg, F:\IMG\left_2020_01_26_14_34_10_432.jpg, F:\IMG\right_2020_01_26_14_34_10_432.jpg, -0.0380505, 1, 0, 29.72192
F:\IMG\center_2020_01_26_14_34_10_534.jpg, F:\IMG\left_2020_01_26_14_34_10_534.jpg, F:\IMG\right_2020_01_26_14_34_10_534.jpg, -0.3373574, 1, 0, 30.17382
F:\IMG\center_2020_01_26_14_34_10_634.jpg, F:\IMG\left_2020_01_26_14_34_10_634.jpg, F:\IMG\right_2020_01_26_14_34_10_634.jpg, -0.2199759, 1, 0, 30.19163
F:\IMG\center_2020_01_26_14_34_10_735.jpg, F:\IMG\left_2020_01_26_14_34_10_735.jpg, F:\IMG\right_2020_01_26_14_34_10_735.jpg, 0, 1, 0, 30.18749
F:\IMG\center_2020_01_26_14_34_10_836.jpg, F:\IMG\left_2020_01_26_14_34_10_836.jpg, F:\IMG\right_2020_01_26_14_34_10_836.jpg, 0, 1, 0, 30.19009
F:\IMG\center_2020_01_26_14_34_10_937.jpg, F:\IMG\left_2020_01_26_14_34_10_937.jpg, F:\IMG\right_2020_01_26_14_34_10_937.jpg, 0, 1, 0, 30.1903
F:\IMG\center_2020_01_26_14_34_11_037.jpg, F:\IMG\left_2020_01_26_14_34_11_037.jpg, F:\IMG\right_2020_01_26_14_34_11_037.jpg, 0, 1, 0, 30.19026
F:\IMG\center_2020_01_26_14_34_11_137.jpg, F:\IMG\left_2020_01_26_14_34_11_137.jpg, F:\IMG\right_2020_01_26_14_34_11_137.jpg, 0, 0.8318522, 0, 30.16028
